ID,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,label,category,specific_class
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
344,6,12,6,51,6,26,2,54,ATTACK,SPOOFING,SPEED
